scorer,DLC_resnet50_PendulumApr22shuffle1_20000,DLC_resnet50_PendulumApr22shuffle1_20000,DLC_resnet50_PendulumApr22shuffle1_20000,DLC_resnet50_PendulumApr22shuffle1_20000,DLC_resnet50_PendulumApr22shuffle1_20000,DLC_resnet50_PendulumApr22shuffle1_20000,DLC_resnet50_PendulumApr22shuffle1_20000,DLC_resnet50_PendulumApr22shuffle1_20000,DLC_resnet50_PendulumApr22shuffle1_20000
bodyparts,P01,P01,P01,P02,P02,P02,P03,P03,P03
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood
95,911.7764892578125,65.9215316772461,0.9950395226478577,864.2993774414062,410.7192077636719,0.9925678968429565,844.6658935546875,523.6183471679688,0.9610252976417542
96,910.315185546875,65.78466033935547,0.991832971572876,852.1625366210938,407.767333984375,0.9971750974655151,832.326171875,523.21337890625,0.9801316857337952
97,908.3502197265625,64.26705932617188,0.9861852526664734,843.4607543945312,406.30255126953125,0.9928272366523743,824.64697265625,518.7857666015625,0.9899335503578186
98,907.4257202148438,63.70763397216797,0.9817294478416443,837.0575561523438,404.52960205078125,0.9985529780387878,816.9618530273438,514.810302734375,0.994227409362793
99,907.0963134765625,63.68083190917969,0.9796955585479736,834.657470703125,402.61077880859375,0.9981454610824585,815.0869140625,512.6987915039062,0.9861962795257568
100,906.8258056640625,63.694854736328125,0.9784635901451111,836.8623046875,401.7347717285156,0.9980641007423401,817.014404296875,510.42120361328125,0.9877614974975586
101,906.8276977539062,63.72172546386719,0.9783807396888733,836.8641357421875,401.7341003417969,0.998065173625946,817.0386962890625,510.49090576171875,0.9878124594688416
102,907.7432250976562,63.74614715576172,0.9829482436180115,842.6478881835938,399.852783203125,0.9834412336349487,823.7887573242188,511.18865966796875,0.9943594336509705
103,908.9134521484375,64.19032287597656,0.9859423041343689,850.100341796875,398.87127685546875,0.9979227185249329,832.3992919921875,509.162353515625,0.980672299861908
104,910.313720703125,65.25446319580078,0.9939736723899841,859.5327758789062,398.83856201171875,0.9919849634170532,844.079833984375,503.5148620605469,0.9824950695037842
105,912.4049072265625,65.54273986816406,0.9959892630577087,874.3693237304688,399.5895080566406,0.9898271560668945,861.5094604492188,495.8204040527344,0.9720117449760437
106,915.54248046875,66.57521057128906,0.9956015348434448,888.7488403320312,400.8305358886719,0.9953234791755676,879.9340209960938,510.19305419921875,0.9413006901741028
107,918.5896606445312,66.5973892211914,0.9880190491676331,904.5513305664062,400.5157165527344,0.994461715221405,902.4795532226562,500.554443359375,0.9850192070007324
108,923.1096801757812,67.25357818603516,0.9812527298927307,920.759765625,400.173095703125,0.9954853653907776,922.2779541015625,504.68963623046875,0.9132757186889648
109,925.484375,65.31893920898438,0.9933650493621826,937.264404296875,399.23114013671875,0.9947254061698914,940.114990234375,511.1214599609375,0.8903385996818542
110,928.5565795898438,65.59666442871094,0.996032178401947,952.1829223632812,398.35467529296875,0.9951297044754028,962.99951171875,504.8905029296875,0.951302170753479
111,932.221435546875,65.85504150390625,0.9956795573234558,965.634521484375,397.8887634277344,0.9961351156234741,982.1781005859375,503.03204345703125,0.9560418128967285
